Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Total_Income,EMI
1,1,3,0,0,-0.18554642090812906,0.08664884748540636,0.1579921307805903,0.28069138826167456,0.0,2,-0.14291714109713213,-0.07247616376175485
1,1,2,1,0,-0.19252186213408318,0.6076987295611203,-0.15854129490450675,-2.4867678815472076,1.0,2,0.06752451539908712,0.4560218844233553
1,1,3,0,0,-0.23716468598018953,2.21785769710501,1.6820419581532797,0.28069138826167456,1.0,1,0.6955589970107606,0.5756818198614934
1,1,0,1,1,-0.1294328714904537,-0.5632281059850605,-0.5923093226951952,0.28069138826167456,1.0,2,-0.35964063808577584,-0.3915693249301232
1,1,2,0,0,-0.5402088547966407,0.017749689524981373,-0.5336920216423995,0.28069138826167456,1.0,0,-0.513844865411719,-0.3666401717138445
1,1,1,0,1,0.6928941441470262,-0.5632281059850605,0.09937482972779454,0.28069138826167456,1.0,0,0.4338156431597417,-0.09740531697803367
1,1,1,1,0,-0.31466958849079085,-0.17459379311453835,-0.13509437448338846,0.28069138826167456,1.0,2,-0.37639221273224105,-0.19712192984314877
1,1,0,0,0,0.005890688293056186,0.20542812501093066,0.33384403393897755,0.28069138826167456,1.0,0,0.09130576869183683,0.0023112958870814214
1,1,1,0,0,0.08572073787897554,0.9618834634514297,2.1509803665756455,0.28069138826167456,1.0,2,0.4836216642068213,0.7751150455917235
1,1,2,0,1,0.03348243358683025,-0.5632281059850605,-0.0295832325883561,-3.9627461587786112,1.0,0,-0.20244505814439245,2.2067607017265907
1,1,0,0,0,-0.300253676623819,0.9676250599481319,-0.1702647551150659,-2.4867678815472076,0.0,0,0.11359134567686646,0.4460502231368438
1,1,3,0,0,-0.3662878535628513,0.8721710181904597,0.39246133499177327,-0.6417950350079528,0.0,1,0.01009054518263495,0.20673035226056746
0,0,0,0,0,-0.46967939351199345,-0.5632281059850605,-0.9322896688014106,0.28069138826167456,1.0,2,-0.6879415876303396,-0.5361584135845402
0,0,0,0,0,-0.3929495400264982,-0.5632281059850605,-1.0143538902753246,0.28069138826167456,1.0,2,-0.6139056103981942,-0.5710592280873306
0,0,0,0,0,-0.26103619595345473,-0.5632281059850605,-0.41645741953680804,0.28069138826167456,1.0,1,-0.4866235566112131,-0.31678186528128693
1,0,0,0,0,-0.301803774674031,-0.5632281059850605,-0.5923093226951952,0.28069138826167456,1.0,2,-0.525959843504252,-0.3915693249301232
1,1,1,1,0,-0.03053661588692643,-0.1573690036244321,0.46280209625512814,0.28069138826167456,1.0,2,-0.09505549925008867,0.057155432962894714
1,1,2,0,0,0.06277928673583755,-0.5632281059850605,-0.15854129490450675,0.28069138826167456,1.0,1,-0.1741767759284824,-0.20709359112966025
0,0,0,0,0,-0.2114330583466699,-0.5632281059850605,-0.35784011848401226,0.28069138826167456,0.0,1,-0.4387619147641696,-0.2918527120650081
1,1,2,0,0,-0.1751607639717085,-0.5632281059850605,-0.22888205616786164,0.28069138826167456,0.0,1,-0.40376308916351905,-0.23700857498919484
1,0,0,0,0,0.07285492406221572,-0.5632281059850605,-0.07647707343059269,0.28069138826167456,1.0,0,-0.1644548799283017,-0.17219277662686994
1,0,0,0,0,-0.5602051196443758,1.2536283354401043,-0.9322896688014106,0.28069138826167456,1.0,0,-0.01802816940250309,-0.5361584135845402
1,1,1,0,1,-0.7021941010437974,0.5212159323295451,-0.4281808797473672,0.28069138826167456,1.0,2,-0.46029965359533914,-0.3217676959245427
1,1,2,0,0,-0.2112780485416487,-0.043972472814566,0.13454521035947198,0.28069138826167456,1.0,0,-0.2221879854062979,-0.08244782504826634
1,0,0,0,0,-0.21654838191236958,-0.5632281059850605,-0.2874993572206574,0.28069138826167456,1.0,1,-0.44369764657964594,-0.26193772820547356
1,1,1,0,0,-0.545014158752298,0.48640750356828877,-0.39301049911568975,0.28069138826167456,1.0,2,-0.32314613617740523,-0.3068102039947754
1,0,0,1,0,-0.36287763785238486,0.36906362516693997,-0.3109462776417757,0.28069138826167456,1.0,0,-0.19631278528274002,-0.2719093894919851
1,1,3,1,0,-0.3774485595243779,-0.5632281059850605,-0.39301049911568975,0.28069138826167456,1.0,0,-0.5989488473209932,-0.3068102039947754
1,1,2,0,0,-0.0821548809589869,0.7526740411028476,1.0489751067830857,0.28069138826167456,1.0,1,0.23444199134065122,0.30644696512568254
1,1,1,0,0,-0.1467939696528284,-0.022082636170889316,-0.2171585959573025,0.28069138826167456,1.0,0,-0.15084422552804871,-0.23202274434593909
0,0,0,0,1,-0.3204049512765753,-0.5632281059850605,-0.2874993572206574,0.28069138826167456,1.0,2,-0.5439079591968933,-0.26193772820547356
1,1,0,0,0,0.0303822374864062,1.0856866379115684,1.3068912314153869,0.28069138826167456,1.0,1,0.48182685263755715,0.4161352392773091
0,0,0,0,0,0.43449279917668143,-0.5632281059850605,1.5648073560476883,0.28069138826167456,1.0,1,0.1844864026627996,0.525823513428936
1,0,2,0,0,-0.30738412765479434,-0.5632281059850605,-0.7798846860641416,0.28069138826167456,0.0,0,-0.5313442782120443,-0.4713426152222153
1,1,1,0,0,1.4033040805591976,-0.5632281059850605,0.451078636044569,-2.4867678815472076,1.0,0,1.1192840949878673,0.974548271321954
1,1,2,0,1,-0.01751579226514541,0.9425055752750603,1.4124023733104192,0.28069138826167456,1.0,2,0.3759329700509735,0.4610077150666109
1,1,0,0,0,-0.10385625366195528,-0.26538278771864,-0.25232897658897996,0.28069138826167456,1.0,1,-0.21082084546762506,-0.2469802362757063
1,1,1,1,0,-0.037977086527944154,-0.05007291909231196,0.16971559099114944,0.28069138826167456,0.0,1,-0.057514023926313954,-0.0674903331184991
1,0,0,0,0,1.467788159448018,-0.5632281059850605,1.1193158680464406,0.28069138826167456,0.0,1,1.1815042293890239,0.33636194898521704
1,1,0,0,1,0.044643139548356844,0.2118874210697205,0.43935517583400985,0.28069138826167456,1.0,1,0.13138989373873575,0.04718377167638323
1,1,2,0,0,0.18136178757705756,0.06475901084172966,0.9786343455197307,-0.6417950350079528,1.0,1,0.20198581546312486,0.5058801908559127
0,1,0,0,0,-0.1467939696528284,-0.5632281059850605,-0.732990845221905,0.28069138826167456,1.0,0,-0.37639221273224105,-0.4513992926491923
1,1,0,0,0,-0.2720418921099601,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,1.0,1,-0.49724285839602583,-0.3217676959245427
1,1,0,1,0,-0.40504030481815195,-0.37088462334554073,-0.9440131290119698,0.28069138826167456,1.0,0,-0.5454036355046133,-0.5411442442277958
1,1,0,1,0,-0.48518037401411374,0.8004010619816837,-0.2171585959573025,-2.4867678815472076,1.0,2,-0.13454135377389953,0.40616357799079766
1,1,0,0,0,-0.2794823627509778,0.07373025536782667,-0.18198821532562504,0.28069138826167456,1.0,1,-0.2389395600527631,-0.21706525241617175
1,1,0,0,0,0.04510816896342045,-0.5632281059850605,-0.0295832325883561,0.28069138826167456,1.0,2,-0.19122748583649166,-0.15224945405384696
1,0,0,0,0,-0.2114330583466699,-0.5632281059850605,-0.5688624022740769,0.28069138826167456,0.0,1,-0.4387619147641696,-0.38159766364361175
1,1,2,0,0,-0.2810324608011899,-0.5632281059850605,-0.3109462776417757,0.28069138826167456,1.0,1,-0.5059177809808024,-0.2719093894919851
0,0,0,0,0,-0.15237432263359169,-0.5632281059850605,-0.3695635786945714,0.28069138826167456,1.0,1,-0.3817766474400335,-0.2968385427082639
1,1,2,0,0,-0.0821548809589869,-0.5632281059850605,-0.8736723677486148,0.28069138826167456,0.0,1,-0.31402251070031256,-0.5112292603682614
0,0,1,0,0,-0.30831418648492154,-0.5632281059850605,-0.4047339593262489,0.28069138826167456,1.0,1,-0.5322416839966764,-0.3117960346380312
1,0,0,1,0,0.19422760139381737,-0.5632281059850605,-0.19371167553618418,0.28069138826167456,1.0,1,-0.047343425033817214,-0.22205108305942758
1,1,0,1,0,-0.4541784130098732,0.12253382558979435,-0.35784011848401226,0.28069138826167456,0.0,1,-0.38716108214782585,-0.2918527120650081
1,1,0,0,0,-0.526723001759796,0.007701895655752732,-0.5923093226951952,0.28069138826167456,1.0,1,-0.5050203751961704,-0.3915693249301232
1,1,0,0,0,-0.5767911687816445,0.10710328500490751,-0.6626500839585502,0.28069138826167456,1.0,2,-0.5119004862116829,-0.42148430878965776
1,1,1,0,0,-0.4309269422566928,0.09777319069776663,-0.3695635786945714,0.28069138826167456,1.0,1,-0.375046104055293,-0.2968385427082639
1,1,0,0,0,-0.2811874706062111,-0.5632281059850605,-1.2253761740653892,-2.4867678815472076,1.0,0,-0.5060673486115744,-0.4513992926491923
1,1,1,0,0,0.018446482499773598,-0.5632281059850605,-1.201929253644271,0.28069138826167456,1.0,2,-0.21695311832927752,-0.6508325183794226
0,1,2,0,0,-0.6436003947457828,0.11176833215847795,0.24005635225450433,0.28069138826167456,1.0,2,-0.5744197558743834,-0.03757534925896454
1,1,3,0,0,0.3425719847991083,-0.5632281059850605,-0.2171585959573025,-2.4867678815472076,1.0,2,0.09579279761499716,0.40616357799079766
0,0,0,1,0,-0.5141672075530787,-0.5632281059850605,-0.9440131290119698,0.28069138826167456,1.0,0,-0.7308674976619067,-0.5411442442277958
1,0,0,1,1,0.041852963057975194,-0.5632281059850605,-0.1702647551150659,0.28069138826167456,1.0,1,-0.19436840608270387,-0.212079421772916
1,1,2,0,1,1.8554676818060458,-0.5632281059850605,2.971622581314786,0.28069138826167456,1.0,0,1.5555728739498231,1.1241231906196265
0,0,0,0,0,-0.4885905897245802,-0.5632281059850605,-1.1784823332231527,0.28069138826167456,1.0,0,-0.706188838584525,-0.6408608570929111
1,1,2,0,0,-0.02154604719569668,-0.5632281059850605,-0.19371167553618418,0.28069138826167456,1.0,2,-0.2555415670684563,-0.22205108305942758
1,1,0,0,0,-0.31513461790585445,0.14155286398512,-0.35784011848401226,0.28069138826167456,1.0,0,-0.24507183291441556,-0.2918527120650081
1,1,0,0,0,-0.504556599641764,0.17851439143263964,-0.2171585959573025,0.28069138826167456,1.0,2,-0.4124380117482957,-0.23202274434593909
1,1,0,1,1,-0.45278332476468236,0.6744447888352819,0.21660943183338602,-2.4867678815472076,0.0,0,-0.15577995734352507,0.7751150455917235
0,1,0,0,0,-0.28878295105225,-0.03966627544203944,-0.0295832325883561,0.28069138826167456,1.0,1,-0.2951769892230392,-0.15224945405384696
1,1,3,1,0,-0.12013228318918155,-0.5632281059850605,-0.6040327829057545,0.28069138826167456,0.0,1,-0.3506665802394552,-0.39655515557337895
1,1,0,1,0,-0.5750860609264112,0.07157715668156339,-0.6040327829057545,0.28069138826167456,1.0,0,-0.5250624377196199,-0.39655515557337895
0,1,0,1,1,0.24987612139642912,-0.5632281059850605,-0.099923993851711,0.28069138826167456,1.0,0,0.006351354413334679,-0.18216443791338152
1,1,2,0,1,0.07285492406221572,-0.5632281059850605,0.685547840255752,-1.5642814582775801,1.0,1,-0.1644548799283017,0.662933856118469
1,1,0,0,0,0.08525570846391194,0.3586569815166675,0.41590825541289156,0.28069138826167456,1.0,0,0.23174977398675503,0.03721211038987173
0,0,0,0,0,-0.3675279320030209,-0.5632281059850605,-0.5454154818529586,0.28069138826167456,1.0,1,-0.5893765189515845,-0.37162600235710025
0,0,0,0,0,-0.40504030481815195,-0.5632281059850605,-0.732990845221905,0.28069138826167456,1.0,1,-0.6255718855984111,-0.4513992926491923
1,1,0,1,1,-0.1232324792896056,-0.5632281059850605,-0.099923993851711,0.28069138826167456,1.0,2,-0.35365793285489544,-0.18216443791338152
1,1,2,0,0,0.6468562320557291,-0.5632281059850605,-0.4047339593262489,0.28069138826167456,1.0,2,0.38939405682045447,-0.3117960346380312
1,1,0,0,0,0.04634824740359007,-0.5632281059850605,-0.099923993851711,0.28069138826167456,1.0,0,-0.19003094479031557,-0.18216443791338152
1,1,1,0,0,0.20848850345576803,-0.5632281059850605,0.6269305392029563,0.28069138826167456,1.0,1,-0.03358320300279222,0.12695706196847534
1,0,0,0,0,-0.23716468598018953,0.33389634662463974,-0.07647707343059269,0.28069138826167456,1.0,0,-0.08967106454229629,-0.17219277662686994
1,0,0,0,0,2.2791094789289925,-0.5632281059850605,3.909499398159518,0.28069138826167456,1.0,0,1.9643412088497287,1.5229896420800868
1,0,0,1,0,-0.2630513234187304,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,1.0,0,-0.4885679358112492,-0.3217676959245427
1,1,2,0,0,-0.34939178481554023,-0.3895448119598225,-0.13509437448338846,0.28069138826167456,1.0,1,-0.499486372857606,-0.19712192984314877
1,0,0,0,0,-0.29916860798867057,-0.5632281059850605,-0.7798846860641416,0.28069138826167456,1.0,2,-0.5234171937811277,-0.4713426152222153
1,1,0,0,0,1.7302197593489141,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,1.0,1,1.4347222282860383,-0.3217676959245427
0,0,3,0,0,-0.37930867718463235,-0.5632281059850605,1.2717208507837094,0.28069138826167456,1.0,0,-0.6007436588902574,0.401177747347542
1,1,2,0,0,0.15656021877366513,-0.5632281059850605,0.685547840255752,0.28069138826167456,1.0,1,-0.08368835931141586,0.15188621518475418
1,1,0,0,0,-0.5507495215380824,-0.20545487428431203,-1.131588492380916,0.28069138826167456,1.0,1,-0.6170465306444065,-0.620917534519888
1,1,1,0,0,0.39403524006614754,-0.47710415853452925,1.2482739303625912,0.28069138826167456,1.0,2,0.18134548241658738,0.3912060860610305
0,0,0,0,0,-0.19066174447382875,-0.5632281059850605,-0.1233709142728293,0.28069138826167456,0.0,1,-0.41871985224072017,-0.19213609919989302
1,1,0,1,0,-0.5986475512896341,0.832697542275633,0.6386539994135154,0.28069138826167456,0.0,1,-0.2305637727295305,0.1319428926117312
1,1,1,0,0,0.08293056138859389,0.1559068552268752,1.2131035497309137,0.28069138826167456,1.0,1,0.14500054813898874,0.37624859413126316
1,0,0,0,0,-0.5781862570268353,-0.12794332157883392,-1.1667588730125935,0.28069138826167456,1.0,2,-0.6112133930442981,-0.6358750264496553
1,0,0,0,1,0.7573782230358465,-0.5632281059850605,0.47452555646568734,0.28069138826167456,0.0,2,0.4960357775608982,0.06214126360615056
1,1,0,0,0,1.4033040805591976,-0.5632281059850605,3.3936671488949153,0.28069138826167456,1.0,1,1.1192840949878673,1.3036130937768338
1,1,1,0,0,-0.04340242970368625,-0.31633945662687096,0.1579921307805903,0.28069138826167456,1.0,0,-0.17372807303616639,-0.07247616376175485
1,1,0,0,0,0.06091916907558312,0.1738493442790692,0.7558886015191069,0.28069138826167456,1.0,0,0.13124032610796374,0.18180119904428862
0,0,0,0,0,0.2588666900876589,-0.5632281059850605,-0.3109462776417757,0.28069138826167456,1.0,0,0.015026276998111309,-0.2719093894919851
1,1,1,1,0,-0.15128925399844328,-0.12220172508213185,0.13454521035947198,0.28069138826167456,1.0,2,-0.19691105580582807,-0.08244782504826634
1,1,3,0,0,11.698590300652413,-0.5632281059850605,2.5026841728924203,0.28069138826167456,0.0,0,11.053117427972513,0.9246899648893963
0,0,0,1,0,-0.1829112542227686,-0.5632281059850605,0.08765136951723539,0.28069138826167456,1.0,0,-0.4112414707021196,-0.10239114762128942
0,0,0,0,0,-0.35543716721136714,-0.5632281059850605,-1.3660576965920992,0.28069138826167456,1.0,2,-0.5777102437513677,-0.7206341473850032
1,1,1,0,1,-0.3199399218615117,-0.12901987092196557,-0.19371167553618418,0.28069138826167456,1.0,0,-0.3624824230704441,-0.22205108305942758
1,0,0,1,0,-0.25235564687226736,0.03461562923404374,-0.4399043399579263,0.28069138826167456,1.0,0,-0.2290680964218104,-0.32675352656779844
1,1,1,0,0,-0.4251915794709083,0.12468692427605764,-0.006136312167237803,0.28069138826167456,0.0,0,-0.3582945294088278,-0.1422777927673355
1,1,2,1,1,0.13222367938533633,-0.20437832494118038,0.47452555646568734,0.28069138826167456,1.0,0,0.042397153429389295,0.06214126360615056
0,1,0,0,0,-0.3664428633678725,-0.5632281059850605,-1.295716935328744,0.28069138826167456,1.0,1,-0.5883295455361804,-0.6907191635254686
1,0,0,0,1,0.08060541431327585,0.9916679952780718,-0.3109462776417757,-2.4867678815472076,1.0,2,0.4911000457454218,0.32639028769870554
1,1,1,1,0,-0.4541784130098732,0.33389634662463974,-0.6626500839585502,0.28069138826167456,1.0,1,-0.29906574762311144,-0.42148430878965776
1,1,1,0,0,0.266617180338719,0.034974479015087614,-0.4281808797473672,0.28069138826167456,0.0,2,0.27183389903365396,-0.3217676959245427
1,0,0,0,0,-0.22243875450317527,0.6737270892731941,0.052480988885557946,0.28069138826167456,1.0,0,0.06617840672213902,-0.11734863955105665
1,1,0,0,0,8.96065211456291,-0.5632281059850605,4.026734000265109,-2.4867678815472076,1.0,2,8.411304365646483,4.015904963707965
1,1,0,0,0,-0.48518037401411374,-0.5632281059850605,-0.8385019871169374,0.28069138826167456,1.0,2,-0.7028983507075407,-0.4962717684384941
1,1,0,0,0,-0.534318482205835,0.5671487043031618,-0.2171585959573025,0.28069138826167456,1.0,1,-0.27917325273043403,-0.23202274434593909
1,0,0,0,0,-0.033171782572286874,-0.5632281059850605,-0.1233709142728293,0.28069138826167456,1.0,2,-0.26675913937635715,-0.19213609919989302
1,1,1,0,1,-0.48595542303921974,-0.5632281059850605,-0.2171585959573025,0.28069138826167456,1.0,1,-0.7036461888614008,-0.23202274434593909
1,1,2,1,0,-0.2875428726120804,-0.4763864589724415,-0.45162780016848547,0.28069138826167456,1.0,1,-0.4760042548264003,-0.3317393572110542
0,0,1,0,0,1.1985361281261893,-0.5632281059850605,-1.2488230944865075,0.28069138826167456,1.0,2,0.9217052547380411,-0.6707758409524456
0,0,0,0,0,-0.2114330583466699,-0.5632281059850605,-1.201929253644271,0.28069138826167456,1.0,1,-0.4387619147641696,-0.6508325183794226
0,0,0,0,0,-0.44379275607345264,0.019902788211244655,-0.732990845221905,0.28069138826167456,1.0,2,-0.41991639328689623,-0.4513992926491923
0,0,0,0,0,0.07285492406221572,-0.5632281059850605,0.11109828993835369,0.28069138826167456,1.0,2,-0.1644548799283017,-0.09241948633477792
0,1,0,0,0,-0.40318018715789755,0.2739684331903117,-0.08820053364115185,0.28069138826167456,1.0,1,-0.2748357914380457,-0.1771786072701258
1,1,0,0,0,-0.6983188559182674,1.4104456897562798,0.8145059025719026,0.28069138826167456,1.0,0,-0.085931873772996,0.20673035226056746
1,0,0,0,0,-0.46967939351199345,-0.5632281059850605,-1.0729711913281204,0.28069138826167456,1.0,1,-0.6879415876303396,-0.5959883813036092
1,0,0,0,0,-0.4904507073848346,0.345020689837,-0.1233709142728293,0.28069138826167456,1.0,1,-0.32942797666982965,-0.19213609919989302
1,1,3,0,0,5.343033284978084,-0.5632281059850605,5.316314623426616,-2.4867678815472076,0.0,1,4.920694998689295,5.112787705224232
1,1,0,1,0,-0.4086055303336396,0.4386804826894527,0.09937482972779454,0.28069138826167456,1.0,0,-0.2114191159907131,-0.09740531697803367
1,1,0,0,0,-0.35621221623647314,0.13652896705050568,-0.45162780016848547,0.28069138826167456,1.0,0,-0.28680120189980657,-0.3317393572110542
1,0,0,0,1,0.20027298378964428,-0.5632281059850605,-0.06475361322003355,0.28069138826167456,1.0,0,-0.04151028743370879,-0.16720694598361419
1,0,2,0,0,-0.1822912150026838,-0.5632281059850605,-0.1233709142728293,0.28069138826167456,1.0,0,-0.41064320017903155,-0.19213609919989302
1,1,0,0,1,-0.534318482205835,0.9019555500171018,0.1579921307805903,0.28069138826167456,1.0,1,-0.13962665322014792,-0.07247616376175485
0,0,1,1,1,-0.2577809900480095,-0.5632281059850605,-0.9909069698542063,0.28069138826167456,1.0,1,-0.48348263636500083,-0.561087566800819
1,1,0,0,0,0.5507501529425834,-0.5632281059850605,0.9551874250986124,0.28069138826167456,1.0,1,0.2966621257418077,0.2665603199796366
1,0,0,0,0,-0.39759983417713424,1.4825744957460998,0.09937482972779454,-4.331740728086462,1.0,2,0.2342924237098792,3.766613431545178
1,1,2,0,0,-0.43743735406758333,-0.14445041150685242,-0.5805858624846361,0.28069138826167456,1.0,1,-0.48228609531882477,-0.38658349428686745
0,0,1,0,1,0.2977741511479807,-0.5632281059850605,-0.2171585959573025,0.28069138826167456,1.0,1,0.052567752321886034,-0.23202274434593909
1,1,2,0,0,1.7261895044183628,-0.5632281059850605,1.5061900549948923,0.28069138826167456,1.0,2,1.430833469885966,0.5008943602126571
1,1,0,0,0,-0.18911164642361672,-0.5632281059850605,-0.19371167553618418,0.28069138826167456,1.0,1,-0.41722417593300004,-0.22205108305942758
1,0,0,1,0,0.07983036528816984,-0.5632281059850605,-0.3695635786945714,0.28069138826167456,0.0,0,-0.15772433654356122,-0.2968385427082639
1,0,0,0,0,-0.06293366513635777,-0.5632281059850605,-0.2640524367995391,0.28069138826167456,0.0,0,-0.2954761244845832,-0.25196606691896206
1,0,0,0,0,-0.5699707373607116,0.45590527217955895,-0.38128703890513055,0.28069138826167456,1.0,0,-0.35993977334731986,-0.3018243733515196
1,0,0,0,0,0.5636159667593432,-0.5632281059850605,1.1427627884675589,0.28069138826167456,1.0,2,0.3090762390958846,0.3463336102717287
1,0,0,0,0,-0.13175801856577174,0.18569138705351726,-0.2171585959573025,0.28069138826167456,1.0,1,-0.04973650712616939,-0.23202274434593909
0,1,0,0,0,-0.4472029717839191,0.671215140805887,-0.3109462776417757,0.28069138826167456,0.0,2,-0.15174163131268079,-0.2719093894919851
1,1,1,0,0,0.0658794828362616,1.455301912386765,1.9751284634172583,0.28069138826167456,1.0,2,0.6701324997795188,0.7003275859428872
1,1,1,0,1,1.726344514223384,0.24418390136366971,-0.7095439248007868,0.28069138826167456,1.0,1,1.7675102067537625,-0.4414276313626808
0,0,3,0,0,-0.7927198271761797,14.38896572077029,2.385449570786829,-2.4867678815472076,1.0,2,5.232393941218166,2.6198723835963533
0,1,0,1,0,-0.3895393243160317,-0.32531070115296795,-0.5219685614318403,0.28069138826167456,1.0,1,-0.5114517833193669,-0.36165434107058875
1,0,0,0,1,0.2201142388323582,-0.5632281059850605,0.33384403393897755,-2.4867678815472076,1.0,1,-0.022365630694891402,0.8748316584568386
1,1,0,0,0,0.43464780898170263,-0.5632281059850605,0.1579921307805903,0.28069138826167456,1.0,1,0.1846359702935716,-0.07247616376175485
1,1,0,0,0,-0.5011463839312976,-0.017058739236274992,-0.49852164101072205,0.28069138826167456,1.0,2,-0.49066188264205735,-0.35168267978407713
1,1,2,0,0,-0.07564446914809639,0.18425598792934172,0.451078636044569,0.28069138826167456,1.0,0,0.003808704690210495,0.05216960231963907
1,1,0,1,0,-0.47680984454296876,0.2739684331903117,0.4041847952023324,0.28069138826167456,0.0,2,-0.34588041605475084,0.03222627974661599
1,0,2,0,0,-0.301028725648925,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,0.0,0,-0.5252120053503919,-0.3217676959245427
1,1,2,0,0,-0.1416786460871287,-0.5632281059850605,-0.1468178346939476,0.28069138826167456,1.0,2,-0.3714564809167647,-0.20210776048640453
1,0,0,0,0,-0.12090733221428757,-0.5632281059850605,-0.6157562431163136,0.28069138826167456,1.0,1,-0.3514144183933153,-0.4015409862166348
1,0,3,1,0,-0.12757275383019928,0.1519595076353925,0.017310608253880495,0.28069138826167456,1.0,1,-0.05975753838789411,-0.13230613148082399
1,0,0,0,0,-0.3662878535628513,-0.5632281059850605,-0.8502254473274965,0.28069138826167456,1.0,2,-0.5881799779054084,-0.5012575990817499
0,0,0,0,0,-0.48518037401411374,0.10530903609968811,-0.49852164101072205,0.28069138826167456,0.0,2,-0.42425385457928455,-0.35168267978407713
1,1,0,0,0,-0.3898493439260741,0.22193521493894913,0.07592790930667624,0.28069138826167456,1.0,0,-0.28366028165359436,-0.10737697826454516
1,0,0,1,0,-0.27622715684553256,0.0353333287961315,-0.4281808797473672,0.28069138826167456,1.0,1,-0.251802376299156,-0.3217676959245427
1,1,0,0,0,-0.19050673466880755,-0.5632281059850605,-0.33439319806289397,0.28069138826167456,1.0,2,-0.41857028460994816,-0.2818810507784966
1,1,0,1,0,0.0779702476279154,-0.5632281059850605,0.1579921307805903,0.28069138826167456,1.0,2,-0.15951914811282536,-0.07247616376175485
1,0,0,0,0,-0.31466958849079085,-0.5632281059850605,-0.7681612258535825,-0.6417950350079528,1.0,1,-0.5383739568583288,-0.38558632815821636
0,0,0,1,0,-0.3301705689929111,-0.5632281059850605,-0.6040327829057545,0.28069138826167456,1.0,0,-0.55333071993553,-0.39655515557337895
1,1,1,0,0,-0.41046564799389407,0.09813204047881051,-0.27577589701009825,2.1256642348009294,1.0,1,-0.3551536091626155,-0.4102661898423323
1,1,0,0,0,0.36752856340752194,0.09454354266837171,0.39246133499177327,0.28069138826167456,1.0,0,0.3940306533743868,0.027240449103360247
1,1,3,1,1,0.2433657095855386,-0.5632281059850605,-0.25232897658897996,-4.331740728086462,1.0,2,6.951392091022375e-05,2.8691639157591413
1,1,0,0,0,-0.4878155406994742,0.6331770640152357,0.29867365330730006,0.28069138826167456,1.0,1,-0.20678251943678078,-0.012646196042685812
